,segment_id
5857,864691132620969932
5868,864691132611413053
5871,864691132608702075
5873,864691132828308740
5883,864691132703968897
5907,864691132780764287
5912,864691132827041650
5946,864691132665853347
5951,864691132780756466
5957,864691132956490343
5960,864691132752617076
5961,864691132936840843
5975,864691133125416784
5976,864691132727256238
5984,864691132806646431
5987,864691132742685081
6001,864691132785295441
6002,864691132668287002
6017,864691132758362932
6025,864691132743455422
6026,864691132783127534
6033,864691132806412577
6043,864691132659544253
6053,864691132682144825
6055,864691132624523928
6056,864691132698277432
6074,864691132680869945
6076,864691132606393881
6085,864691132760714119
6088,864691132686640904
6089,864691132624501144
6091,864691132733911344
6112,864691133044904480
6113,864691132616935623
6117,864691133205427280
6120,864691132637297247
6124,864691132717300906
6143,864691132779280587
6165,864691132689231352
6174,864691132731479024
6185,864691132607163333
6191,864691132749785575
6198,864691132818907903
6209,864691132686732296
6214,864691132758497844
6224,864691132564072164
6231,864691132731346048
6245,864691132762303411
6261,864691132681892895
6267,864691132773280951
6272,864691132608690555
6279,864691132736154267
6286,864691132754950004
6291,864691132894746342
6295,864691132849979829
6297,864691132779992992
6298,864691132668962321
6299,864691132824993456
6304,864691132745373007
6306,864691132831971950
6310,864691132751297059
6328,864691132785035466
6329,864691132744496318
6332,864691132664207150
6347,864691132729774387
6365,864691132732087831
6370,864691132619994299
6375,864691132894679526
6377,864691132715968271
6385,864691132819661584
6401,864691132779271371
6408,864691132654394822
6416,864691132714386765
6420,864691132734112795
6449,864691132825605825
6469,864691132620045499
6472,864691132752031230
6480,864691133042994720
6482,864691132682094367
6483,864691132681966111
6485,864691132727469230
6489,864691132811362697
6515,864691132705145650
6516,864691132785187409
6521,864691132653833328
6533,864691132679299129
6549,864691132686904516
6552,864691132684486084
6558,864691132851955125
6561,864691132903650542
6565,864691132744214718
6570,864691132958949405
6581,864691132667383085
6588,864691132831618212
6590,864691132956192590
6596,864691132697671722
6617,864691132760319082
6619,864691133262848336
6623,864691132817114640
6628,864691132659203447
6636,864691132923211233
6644,864691132846870227
6651,864691132654398406
6657,864691132726842107
6666,864691132781465727
6676,864691132828915393
6695,864691132999410101
6697,864691132604764185
6707,864691132854852934
6733,864691132785010316
6734,864691132785358673
6739,864691132576898061
6749,864691132783979858
6757,864691132734907752
6766,864691132664176942
6768,864691132762891967
6789,864691132751492327
6797,864691132657965481
6799,864691132703946113
6804,864691132811418756
6808,864691132989169252
6818,864691132664082008
6821,864691132743633390
6823,864691132669425681
6826,864691132958325457
6842,864691133066791385
6849,864691132958570274
6854,864691133119252325
6858,864691132788023286
6865,864691132576897549
6869,864691132662890820
6872,864691132760808839
6878,864691132801147238
6889,864691132555077129
6893,864691132739276628
6905,864691132700334667
6907,864691132564024782
6915,864691132650744947
6922,864691132610477691
6941,864691132746180483
6949,864691132762689154
6956,864691133031114706
6957,864691132808085241
6964,864691132923049513
6989,864691132831537060
6997,864691132663057085
7001,864691132667414829
7005,864691132929028840
7008,864691132670850988
7014,864691132792853743
7015,864691132664053060
7017,864691132728045040
7019,864691132679532125
7036,864691132928962536
7054,864691132655650679
7058,864691132751193132
7065,864691132615678273
7066,864691132782668810
7082,864691132827554972
7083,864691132900520068
7085,864691132576348948
7091,864691132784071830
7097,864691132766160933
7105,864691132692679657
7122,864691132727415726
7135,864691133049661540
7144,864691132653757164
7160,864691132846884563
7169,864691132956216398
7177,864691132718498523
7199,864691132680757448
7202,864691132798175488
7206,864691132800094997
7212,864691132657947561
7215,864691132779204299
7221,864691132703010450
7225,864691132641838522
7237,864691132739227428
7239,864691132682449781
7240,864691132604570797
7243,864691132608641659
7248,864691132569580572
7250,864691132638282106
7255,864691132654669052
7256,864691132689141130
7271,864691132958935581
7275,864691132792765423
7286,864691132715739456
7288,864691132641184822
7290,864691132788015606
7312,864691132683942600
7320,864691132726393014
7326,864691132698532171
7331,864691132827103346
7341,864691132818930943
7344,864691132856294432
7347,864691132782602636
7360,864691132886960559
7368,864691132576823565
7376,864691133071474377
7382,864691132630689122
7389,864691132747560067
7391,864691132611812413
7392,864691132799458525
7397,864691132680817632
7399,864691132719688590
7401,864691132653479127
7410,864691132668313114
7422,864691132736152987
7429,864691132806421537
7430,864691132770268797
7440,864691132621489083
7445,864691132969323885
7449,864691132833389461
7461,864691133009281488
7465,864691132783608872
7466,864691132904069114
7471,864691132766229285
7476,864691132970787125
7487,864691132856204834
7502,864691132767645820
7521,864691132823952787
7523,864691132679368239
7535,864691132827637922
7557,864691132752423858
7559,864691132966551405
7572,864691132638039862
7573,864691132654705368
7585,864691132602064045
7587,864691132851313411
7591,864691132653909616
7599,864691132760310878
7605,864691133030822178
7612,864691132668284698
7622,864691132937445854
7625,864691132574637882
7631,864691132678448979
7633,864691132807747577
7640,864691132667381549
7645,864691132766201381
7650,864691132762295219
7651,864691132636921722
7652,864691132682438969
7656,864691132579041810
7685,864691132667445549
7689,864691132765030274
7705,864691132736946883
7714,864691132668205736
7716,864691133062296392
7728,864691133062264136
7729,864691132569588764
7730,864691132659935913
7734,864691132819468816
7741,864691132639914874
7747,864691132956240206
7760,864691132762287539
7765,864691132752448178
7766,864691132659438821
7776,864691132678228510
7783,864691132806741151
7790,864691132672061141
7797,864691132681959455
7801,864691132680661817
7806,864691132760266078
7811,864691132748718947
7830,864691132773413752
7831,864691132607246616
7833,864691132615936218
7835,864691132656574460
7839,864691132758393706
7844,864691132545844034
7850,864691132686702600
7866,864691132641958310
7878,864691132824934064
7891,864691132719842401
7900,864691132664270894
7902,864691132646483879
7908,864691132774025108
7916,864691132641506214
7918,864691132672097493
7923,864691132667785167
7926,864691132555044105
7936,864691132788099153
7941,864691132827121778
7944,864691132787956682
7947,864691132602076077
7958,864691132699628526
7960,864691132893506997
7969,864691132729441924
7971,864691132900509828
7976,864691132849696062
7977,864691132579029010
7982,864691132883706543
7985,864691132668311066
7988,864691132686428743
8001,864691132696439174
8003,864691132569539356
8004,864691133028353058
8006,864691132782624494
8008,864691132740321884
8012,864691132766179109
8014,864691132893596118
8021,864691132937495262
