,segment_id
1036,864691132596377407
1037,864691132596378687
1038,864691132596380223
1039,864691132596385343
1040,864691132596388159
1041,864691132596389695
1042,864691132596392767
1043,864691132596393023
1044,864691132596394303
1045,864691132596398911
1046,864691132596399423
1047,864691132596433463
1048,864691132596481079
1049,864691132596492095
1050,864691132596567103
1051,864691132596572735
1052,864691132596572991
1053,864691132596575039
1054,864691132596610623
1055,864691132596615999
1056,864691132596616511
1057,864691132596621631
1058,864691132596624191
1059,864691132596624447
1060,864691132596649023
1061,864691132596789815
1062,864691132596798007
1063,864691132596967231
1064,864691132597267519
1065,864691132597430915
1066,864691132597657873
1067,864691132597738047
1068,864691132598053430
1069,864691132598383670
1070,864691132598587711
1071,864691132598804287
1072,864691132598836799
1073,864691132598935871
1074,864691132599115839
1075,864691132599281727
1076,864691132599343679
1077,864691132599443263
1078,864691132599466815
1079,864691132599503679
1080,864691132599630399
1081,864691132599887167
1082,864691132599983167
1083,864691132600199593
1084,864691132600269081
1085,864691132601659397
1086,864691132602009773
1087,864691132602015405
1088,864691132602015917
1089,864691132602018733
1090,864691132602021549
1091,864691132602022317
1092,864691132602024109
1093,864691132602025901
1094,864691132602027181
1095,864691132602028205
1096,864691132602028461
1097,864691132602028717
1098,864691132602029741
1099,864691132602030765
1100,864691132602031533
1101,864691132602034093
1102,864691132602037677
1103,864691132602040237
1104,864691132602040493
1105,864691132602046637
1106,864691132602047405
1107,864691132602050989
1108,864691132602051757
1109,864691132602052013
1110,864691132602053037
1111,864691132602057901
1112,864691132602068653
1113,864691132602069677
1114,864691132602070957
1115,864691132602072493
1116,864691132602077101
1117,864691132602078637
1118,864691132602084269
1119,864691132602085549
1120,864691132602087341
1121,864691132602089389
1122,864691132602091949
1123,864691132602222253
1124,864691132602226605
1125,864691132602228397
1126,864691132602228653
1127,864691132602233005
1128,864691132602236333
1129,864691132602240173
1130,864691132602240685
1131,864691132602242733
1132,864691132602243245
1133,864691132602245037
1134,864691132602245805
1135,864691132602246573
1136,864691132602247341
1137,864691132602249901
1138,864691132602251181
1139,864691132602252973
1140,864691132602272173
1141,864691132602273965
1142,864691132602278573
1143,864691132602279853
1144,864691132602280365
1145,864691132602970541
1146,864691132603008696
1147,864691132603157933
1148,864691132603202428
1149,864691132603494106
1150,864691132603862553
1151,864691132603982765
1152,864691132604386989
1153,864691132604499909
1154,864691132604502725
1155,864691132604503493
1156,864691132604504261
1157,864691132604504517
1158,864691132604509125
1159,864691132604511173
1160,864691132604514221
1161,864691132604517829
1162,864691132604521669
1163,864691132604524485
1164,864691132604525253
1165,864691132604528837
1166,864691132604533701
1167,864691132604534981
1168,864691132604539845
1169,864691132604540101
1170,864691132604541381
1171,864691132604543941
1172,864691132604545477
1173,864691132604546501
1174,864691132604551365
1175,864691132604552389
1176,864691132604562885
1177,864691132604569541
1178,864691132604574149
1179,864691132604574917
1180,864691132604595117
1181,864691132604696749
1182,864691132604697005
1183,864691132604707865
1184,864691132604708293
1185,864691132604708805
1186,864691132604710597
1187,864691132604712901
1188,864691132604713497
1189,864691132604713901
1190,864691132604714521
1191,864691132604716057
1192,864691132604716313
1193,864691132604717081
1194,864691132604718105
1195,864691132604721689
1196,864691132604722201
1197,864691132604723481
1198,864691132604725273
1199,864691132604727321
1200,864691132604729625
1201,864691132604730393
1202,864691132604730649
1203,864691132604731417
1204,864691132604732697
1205,864691132604733465
1206,864691132604737305
1207,864691132604737817
1208,864691132604738328
1209,864691132604739352
1210,864691132604740120
1211,864691132604741145
1212,864691132604741657
1213,864691132604745496
1214,864691132604747032
1215,864691132604747544
1216,864691132604747545
1217,864691132604749848
1218,864691132604750104
1219,864691132604750616
1220,864691132604752920
1221,864691132604753689
1222,864691132604753945
1223,864691132604754456
1224,864691132604756909
1225,864691132604757528
1226,864691132604759320
1227,864691132604759321
1228,864691132604763417
1229,864691132604764184
1230,864691132604768280
1231,864691132604768536
1232,864691132604771097
1233,864691132604771353
1234,864691132604772121
1235,864691132604772376
1236,864691132604773145
1237,864691132604774425
1238,864691132604774681
1239,864691132604775365
1240,864691132604775704
1241,864691132604776389
1242,864691132604777240
1243,864691132604779032
1244,864691132604780056
1245,864691132604780825
1246,864691132604781849
1247,864691132604782873
1248,864691132604784152
1249,864691132604784665
1250,864691132604785177
1251,864691132604786713
1252,864691132604787481
1253,864691132604790297
1254,864691132604791065
1255,864691132604792857
1256,864691132604793113
1257,864691132604794649
1258,864691132604796185
1259,864691132604797977
1260,864691132604801305
1261,864691132604802841
1262,864691132604806425
1263,864691132604844973
1264,864691132604894125
1265,864691132604908741
1266,864691132604927768
1267,864691132604968472
1268,864691132604970776
1269,864691132604974616
1270,864691132604977432
1271,864691132604980248
1272,864691132604980504
1273,864691132604981528
1274,864691132604984344
1275,864691132604988184
1276,864691132604988440
1277,864691132604989208
1278,864691132604989976
1279,864691132605015833
1280,864691132605017368
1281,864691132605022232
1282,864691132605027097
1283,864691132605027352
1284,864691132605028632
1285,864691132605029912
1286,864691132605032728
1287,864691132605032984
1288,864691132605046552
1289,864691132605046808
1290,864691132605047064
1291,864691132605049624
1292,864691132605049880
1293,864691132605051928
1294,864691132605104045
1295,864691132605134253
1296,864691132605180589
1297,864691132605187608
1298,864691132605194925
1299,864691132605223192
1300,864691132605264813
1301,864691132605307821
1302,864691132605404953
1303,864691132605458605
1304,864691132605463725
1305,864691132605523629
1306,864691132605662637
1307,864691132605685165
1308,864691132605767085
1309,864691132605794221
1310,864691132605811029
1311,864691132605816773
1312,864691132605866925
1313,864691132605889305
1314,864691132605892269
1315,864691132605908909
1316,864691132605912088
1317,864691132605944005
1318,864691132606041029
1319,864691132606169285
1320,864691132606182853
1321,864691132606296851
1322,864691132606298649
1323,864691132606401091
1324,864691132606406723
1325,864691132606407235
1326,864691132606409795
1327,864691132606410307
1328,864691132606411075
1329,864691132606412355
1330,864691132606412611
1331,864691132606415939
1332,864691132606416451
1333,864691132606419267
1334,864691132606421059
1335,864691132606422595
1336,864691132606423107
1337,864691132606423875
1338,864691132606424643
1339,864691132606425155
1340,864691132606425411
1341,864691132606426179
1342,864691132606426691
1343,864691132606427715
1344,864691132606428227
1345,864691132606428483
1346,864691132606430531
1347,864691132606431811
1348,864691132606432579
1349,864691132606433603
1350,864691132606437955
1351,864691132606439193
1352,864691132606443075
1353,864691132606443843
1354,864691132606445891
1355,864691132606447683
1356,864691132606449475
1357,864691132606450755
1358,864691132606451267
1359,864691132606454595
1360,864691132606457667
1361,864691132606465091
1362,864691132606467907
1363,864691132606468419
1364,864691132606469955
1365,864691132606470723
1366,864691132606472003
1367,864691132606476611
1368,864691132606477123
1369,864691132606477891
1370,864691132606478659
1371,864691132606482243
1372,864691132606599109
1373,864691132606602819
1374,864691132606606915
1375,864691132606607683
1376,864691132606610243
1377,864691132606642499
1378,864691132606645315
1379,864691132606649923
1380,864691132606654019
1381,864691132606654275
1382,864691132606660376
1383,864691132606663491
1384,864691132606664771
1385,864691132606665283
1386,864691132606689048
1387,864691132606854341
1388,864691132606879256
1389,864691132606968005
1390,864691132606994243
1391,864691132607000773
1392,864691132607122373
1393,864691132607148313
1394,864691132607168281
1395,864691132607221957
1396,864691132607334424
1397,864691132607384517
1398,864691132607413701
1399,864691132607431192
1400,864691132607443568
1401,864691132607472665
1402,864691132607491097
1403,864691132607564568
1404,864691132607602885
1405,864691132607615257
1406,864691132607620376
1407,864691132607718169
1408,864691132607719192
1409,864691132607730713
1410,864691132607768857
1411,864691132607797529
1412,864691132607797785
1413,864691132607813401
1414,864691132607820229
1415,864691132607822872
1416,864691132607891736
1417,864691132607901208
1418,864691132607918617
1419,864691132607957273
1420,864691132607987141
1421,864691132607999000
1422,864691132608002328
1423,864691132608008003
1424,864691132608008728
1425,864691132608016664
1426,864691132608024601
1427,864691132608025113
1428,864691132608035651
1429,864691132608070341
1430,864691132608102424
1431,864691132608125125
1432,864691132608134681
1433,864691132608141379
1434,864691132608384793
1435,864691132608386371
1436,864691132608426819
1437,864691132608435481
1438,864691132608442808
1439,864691132608454584
1440,864691132608455096
1441,864691132608456376
1442,864691132608460216
1443,864691132608460728
1444,864691132608463544
1445,864691132608466104
1446,864691132608466616
1447,864691132608468664
1448,864691132608482232
1449,864691132608484536
1450,864691132608487096
1451,864691132608487352
1452,864691132608490424
1453,864691132608490680
1454,864691132608491704
1455,864691132608589336
1456,864691132608593219
1457,864691132608625275
1458,864691132608633723
1459,864691132608635259
1460,864691132608635515
1461,864691132608636283
1462,864691132608638331
1463,864691132608638587
1464,864691132608640123
1465,864691132608641915
1466,864691132608642683
1467,864691132608642744
1468,864691132608648315
1469,864691132608650107
1470,864691132608650168
1471,864691132608650875
1472,864691132608651131
1473,864691132608651387
1474,864691132608653947
1475,864691132608655032
1476,864691132608655800
1477,864691132608661688
1478,864691132608662651
1479,864691132608662907
1480,864691132608664955
1481,864691132608667003
1482,864691132608667832
1483,864691132608668600
1484,864691132608670843
1485,864691132608671672
1486,864691132608671928
1487,864691132608672696
1488,864691132608675195
1489,864691132608678779
1490,864691132608680632
1491,864691132608681400
1492,864691132608683131
1493,864691132608683448
1494,864691132608683960
1495,864691132608685435
